,gene,importance
14416,Sox6,3.5844159007985247e-06
12328,Ptrhd1,3.5816409006140835e-06
1798,Atg101,3.5796435542144605e-06
4167,Dhrs3,3.5793035989640682e-06
3044,Cenpv,3.5786502360241917e-06
4441,Dtx3,3.577868711794935e-06
3007,Cebpa,3.577416538754066e-06
17218,Zmym4,3.5772949921502294e-06
17240,Zpr1,3.577281830599062e-06
12753,Rela,3.5770131263008926e-06
13466,Scara5,3.576396650162586e-06
13880,Slain2,3.5762469268148575e-06
5380,Fdft1,3.574160146306343e-06
3347,Cma1,3.573873078657933e-06
12487,Rab3gap1,3.5737456167195978e-06
2745,Ccdc85b,3.573616229022703e-06
3813,Cyb5b,3.57316068046137e-06
7384,Gpatch11,3.5728206019185454e-06
2142,Bcl2,3.568964824954185e-06
14344,Snx1,3.5684003170134583e-06
9057,Lmo1,3.568249453868311e-06
5427,Fgfrl1,3.5665398138458234e-06
13649,Serinc3,3.566323386262482e-06
15782,Triqk,3.565950311801308e-06
12575,Ranbp3,3.5635534156387566e-06
1350,Ammecr1,3.5634457048906656e-06
13546,Sec1,3.5607246897513387e-06
4117,Dennd6a,3.560651316724822e-06
3962,Dap3,3.56023903793824e-06
16379,Vps29,3.5594706782474125e-06
1693,Arnt,3.559177258907567e-06
8300,Ilvbl,3.557741055715146e-06
1398,Ankra2,3.5577123803532892e-06
14149,Slco3a1,3.5574589019120018e-06
10218,Mzt1,3.5560754415183324e-06
2521,Cant1,3.552994157070995e-06
8893,Lap3,3.5527685441877782e-06
16555,Wnt16,3.5519509038814914e-06
5610,Fubp3,3.551941686366357e-06
16746,Zcchc14,3.5506441051926506e-06
2310,Btbd1,3.5484569469949964e-06
3499,Copa,3.547198746754038e-06
15667,Tprgl,3.5462442204948353e-06
15650,Tpd52l2,3.5454020997231447e-06
13463,Scap,3.544670964971709e-06
7245,Gm9493,3.539452847034874e-06
7562,Gstp1,3.5393014912469585e-06
7788,Hexb,3.538688098766466e-06
13553,Sec16b,3.5386651980712688e-06
11546,Pink1,3.5375804108988096e-06
2830,Ccz1,3.536827731385218e-06
4817,Enpp5,3.5356351244955194e-06
2638,Ccbe1,3.5354290634556103e-06
11295,Pdia5,3.535338255478265e-06
12111,Prpf40b,3.5342530837623343e-06
1512,Apitd1,3.5332250438772964e-06
15844,Tsacc,3.5296020365718745e-06
7107,Gm5617,3.5290919530736137e-06
2402,C3,3.528334017738396e-06
12664,Rbm17,3.5271456279432166e-06
1474,Ap2a2,3.52607263734885e-06
5497,Fmn1,3.5241147718476637e-06
10145,Myadm,3.5240505053524955e-06
1605,Arhgap35,3.5236003173249716e-06
16717,Zbtb7c,3.522815160474452e-06
11155,Pcdh9,3.5208939469480373e-06
1692,Armt1,3.5199190639683075e-06
8498,Iws1,3.5195110265793827e-06
9792,Mlh1,3.5182430485460816e-06
16748,Zcchc17,3.5178265441019067e-06
12065,Prkg1,3.5172715318534005e-06
11141,Pcbp3,3.5163273826075146e-06
13795,Shc1,3.514813543547556e-06
15933,Ttc4,3.5135218152965597e-06
14026,Slc35b1,3.5115676479065807e-06
15039,Tcf3,3.511103425071164e-06
4021,Dctn1,3.51015651160355e-06
15313,Tmem101,3.5088746290836036e-06
10681,Nr2f6,3.5063153627593128e-06
1658,Arl16,3.505949814784801e-06
11420,Phactr4,3.5058652448852556e-06
1807,Atg4a,3.505490039740022e-06
16376,Vps26b,3.504650769831083e-06
11224,Pcnxl3,3.5044139936817918e-06
8460,Itga8,3.5018591218139103e-06
8020,Hp1bp3,3.5018205303068934e-06
10724,Nsd3,3.500865205342099e-06
8782,Klhl25,3.5002939020957455e-06
1312,Alkbh2,3.4978771004989993e-06
9575,Med20,3.4964881146759943e-06
16407,Vsir,3.496247308639525e-06
1298,Alg1,3.4947728761300452e-06
915,Abhd5,3.492969143234381e-06
12381,Qpct,3.492796936465372e-06
4967,Etv6,3.4921594409866973e-06
7595,Gtpbp2,3.4913751013005e-06
4936,Esf1,3.4900309666864418e-06
11436,Phf14,3.489483983826398e-06
2468,Cad,3.48804423657794e-06
14352,Snx17,3.4868911023725036e-06
9444,March7,3.4864941140753203e-06
13389,Sac3d1,3.4836221198467846e-06
11585,Pkn2,3.4833119987381027e-06
3628,Crim1,3.4828172271183956e-06
10310,Ncapd2,3.4790813832173505e-06
3566,Cpd,3.478917813831429e-06
4560,Echdc1,3.4781425566844763e-06
7585,Gtf3a,3.476550553518017e-06
10075,Mtf2,3.4749177959393683e-06
3189,Chpf,3.4726565004854697e-06
9549,Mdm4,3.4716735335309357e-06
12338,Pura,3.4699271944220534e-06
15921,Ttc3,3.467197535775156e-06
10983,Oxr1,3.467124639159304e-06
15216,Tigd2,3.4671173979690113e-06
14327,Snrpc,3.4660997498116367e-06
10350,Ndfip2,3.462674597046837e-06
14695,Stk17b,3.4610407911973437e-06
15923,Ttc30b,3.46099283145942e-06
5006,Exosc8,3.4609712297948724e-06
9201,Lrrn4cl,3.4596953195064166e-06
11083,Pard3b,3.4594670696139476e-06
10496,Nfu1,3.4578030266340003e-06
10532,Nipa2,3.4577241689019545e-06
13004,Rnf6,3.456045329301444e-06
13021,Ro60,3.4548947654407635e-06
15321,Tmem11,3.453619495505524e-06
1123,Adh7,3.452065236395696e-06
13809,Shisa5,3.4508259151192145e-06
14304,Snhg8,3.450667513661666e-06
5417,Fgf7,3.4486258545448466e-06
4903,Ercc6l2,3.4470855617867717e-06
16954,Zfp516,3.446909503973361e-06
14278,Snapc2,3.446360068405573e-06
15679,Trabd2b,3.44595419061032e-06
13198,Rps18-ps3,3.4433946236235437e-06
4138,Dgat1,3.442104542068031e-06
8878,Lamb2,3.438388200523884e-06
9456,Marveld1,3.438298264323502e-06
3003,Cdt1,3.437731967899823e-06
11013,Pabpn1,3.437659754695296e-06
3403,Cnpy3,3.4344849200019755e-06
1317,Alkbh7,3.4342177251131927e-06
14367,Snx4,3.4321858485547188e-06
2948,Cdh6,3.4309033312494033e-06
1267,Akr7a5,3.4308959134789467e-06
11738,Pnck,3.42666994128137e-06
12364,Pxylp1,3.4256500698273446e-06
11882,Ppfibp1,3.4255545970445427e-06
12385,Qrich1,3.425318758237142e-06
11868,Ppard,3.423592297769968e-06
13014,Rnpc3,3.420113563564924e-06
16055,Ubac2,3.4198928336209677e-06
11521,Pih1d1,3.4184925582821766e-06
2976,Cdk7,3.4165656210189517e-06
12238,Ptbp2,3.415182718651721e-06
16122,Ubr3,3.414834435363678e-06
13503,Scpep1,3.414276916405297e-06
14869,Sytl2,3.414033539199344e-06
4024,Dctn4,3.4139694852667807e-06
4448,Dus1l,3.412488386999871e-06
14825,Syf2,3.4107869268677855e-06
7658,H2afy2,3.4095199305136838e-06
14526,Sptbn1,3.4081260028965426e-06
4819,Ensa,3.408014798324627e-06
2261,Borcs7,3.407023248489571e-06
12251,Pter,3.4055684950508302e-06
15994,Tusc3,3.404534940393678e-06
15516,Tmem97,3.404416562776576e-06
3563,Cpa3,3.402559790235631e-06
1121,Adh1,3.4017970251285558e-06
3585,Cpq,3.3989317578190598e-06
16650,Ykt6,3.398844989019236e-06
5084,Fam120c,3.398412877768649e-06
4323,Dnajc9,3.3956469646934534e-06
12713,Rcan1,3.3950420115912787e-06
15787,Trmt10a,3.3947707216615684e-06
5312,Fbxl2,3.3947468425419797e-06
55,1190007I07Rik,3.392936674793368e-06
3361,Cmtm4,3.3923741132394998e-06
14794,Surf2,3.391220189948269e-06
4713,Eif4g3,3.3909360391364176e-06
2149,Bcl6,3.3896333478100054e-06
11003,P4ha3,3.3890485622088316e-06
14167,Slmap,3.3884870299873894e-06
2073,Babam1,3.3879650657715193e-06
6238,Gm14586,3.3840076323513025e-06
7495,Grem2,3.3836747348289263e-06
11765,Podxl2,3.3833846997153068e-06
16651,Ylpm1,3.3832380248338755e-06
11313,Pdrg1,3.38269160286648e-06
3351,Cmc1,3.382533360430887e-06
15774,Trio,3.381975398062993e-06
11888,Ppid,3.381919638015463e-06
13724,Sfswap,3.3806167780519523e-06
3689,Csnk2a1,3.380542505319867e-06
11327,Pdzrn3,3.3793019021928786e-06
8493,Itpripl2,3.378456935154429e-06
11819,Polr3f,3.3782105127765582e-06
12192,Psmb4,3.3775537820979373e-06
1873,Atp6v0c,3.3765186916512145e-06
7807,Hiatl1,3.3765153619165726e-06
12258,Ptges2,3.375031562945169e-06
15457,Tmem30a,3.3749252438474834e-06
2796,Ccng1,3.37491819117217e-06
7714,Hbs1l,3.3748682024203928e-06
10403,Ndufs4,3.373551417782024e-06
9532,Mctp1,3.371387712114257e-06
2992,Cdkn2d,3.3710512177666395e-06
13988,Slc26a2,3.36955662833739e-06
12859,Rhoj,3.366296380540454e-06
12502,Rab6a,3.3641824733842495e-06
376,3110082I17Rik,3.3640641972767017e-06
4142,Dgcr6,3.3623512316492114e-06
16419,Vwa5a,3.3613800734986764e-06
11728,Pmf1,3.3611317293877853e-06
16575,Wtip,3.3609001470481895e-06
4601,Eef1e1,3.3602244448071608e-06
4766,Emc3,3.3593701041572817e-06
15540,Tmx3,3.3590360756261886e-06
5164,Fam204a,3.358092922621392e-06
942,Acad8,3.357150339276134e-06
3995,Dcaf5,3.356690677108562e-06
2143,Bcl2l1,3.3548273068226153e-06
16667,Ywhag,3.3545037684142338e-06
7622,Gypc,3.3536394016516665e-06
4623,Efna1,3.3530810963847035e-06
3685,Csnk1e,3.3518944527565913e-06
10868,Ociad1,3.350421799771674e-06
3318,Clk3,3.350276012487625e-06
11452,Phgdh,3.3459672971304415e-06
6606,Gm26699,3.345927872942545e-06
8353,Insr,3.343083924681848e-06
235,2310061I04Rik,3.3406172072711184e-06
8641,Kctd14,3.3398229926839424e-06
5486,Flrt1,3.337243872959123e-06
13870,Ski,3.3364406251138936e-06
1315,Alkbh5,3.3359361456202067e-06
14307,Snn,3.3358320524723125e-06
6583,Gm26620,3.334172202918346e-06
13471,Sccpdh,3.330155469408813e-06
14070,Slc39a7,3.3279441223536736e-06
3529,Coro1a,3.323821093095471e-06
3225,Ciapin1,3.3232910063696314e-06
16017,Txndc12,3.322727802076923e-06
16729,Zc3h13,3.322312801184056e-06
1287,Aldh3a1,3.321113752752998e-06
2341,Bzw2,3.3204624387269695e-06
5250,Fam8a1,3.3202947055381344e-06
6711,Gm28875,3.319567539597326e-06
2232,Bmp5,3.319300602055796e-06
3826,Cycs,3.3185950286239093e-06
10489,Nfkbib,3.3177139167964592e-06
8337,Ino80e,3.317578520360592e-06
3096,Cetn2,3.3169997445417666e-06
16046,Uba1,3.3151557571611577e-06
11875,Ppcdc,3.315041496979785e-06
15434,Tmem242,3.3144126743071045e-06
2141,Bcl11b,3.3144090051963803e-06
5818,Gfra1,3.3143765578041337e-06
13554,Sec22a,3.314143970142949e-06
15405,Tmem200a,3.313812759808824e-06
11442,Phf20l1,3.3133118982044376e-06
16100,Ube3a,3.312036229660016e-06
13817,Shmt2,3.3119615841173257e-06
9427,Mapk9,3.3113759257419776e-06
11336,Pef1,3.3105887856487544e-06
9974,Mrpl49,3.309436343388438e-06
2956,Cdk11b,3.309133280718485e-06
1753,Ash1l,3.3089908190457362e-06
2770,Ccl27a,3.3089371751868246e-06
3407,Cnst,3.308694103019091e-06
4163,Dhrs1,3.3069119946728615e-06
8735,Kirrel,3.306214034091761e-06
2724,Ccdc6,3.3057937250728217e-06
11324,Pdzd8,3.305719447133866e-06
14662,Stard5,3.3054136174559408e-06
14371,Snx8,3.3045562031416965e-06
8043,Hs2st1,3.30440976099795e-06
14357,Snx21,3.303338570503962e-06
5609,Fubp1,3.2991373389730655e-06
15836,Trpm7,3.2974872183161095e-06
7382,Gpat4,3.297325493019197e-06
7787,Hexa,3.2967444915435083e-06
10803,Nudt9,3.2961482931259714e-06
2891,Cd99l2,3.2957530344097327e-06
13515,Scyl1,3.2952327412608996e-06
9746,Mindy1,3.2936375459101736e-06
11762,Podn,3.2933638719483906e-06
4095,Decr1,3.2928202263930342e-06
2146,Bcl2l13,3.2922719654930715e-06
8002,Hoxc10,3.2886841258280144e-06
4648,Egr3,3.288600340416124e-06
4181,Dhx36,3.2853485717326134e-06
1493,Apba1,3.2844021652028783e-06
7790,Hexim1,3.2838728403486097e-06
8501,Jade2,3.2832750861163434e-06
8922,Lca5,3.2805468032757594e-06
15226,Timm22,3.279755853038205e-06
14932,Tap2,3.278681536428955e-06
1016,Actr1b,3.277352138164386e-06
14372,Snx9,3.2764530597975996e-06
12368,Pycrl,3.2762133159310215e-06
8692,Kif11,3.276051429907762e-06
12075,Prmt2,3.274284864881989e-06
7945,Hnmt,3.2722218812388987e-06
2810,Ccnyl1,3.270299397061268e-06
3960,Dand5,3.270210539216131e-06
16274,Usp8,3.2698513091220758e-06
12632,Rassf7,3.269608388643042e-06
15977,Tubg1,3.2695507470883927e-06
668,A130014A01Rik,3.269423209518029e-06
13536,Sdhb,3.268967576087414e-06
7944,Hn1l,3.2670083759228325e-06
14223,Smim10l1,3.266706435245954e-06
2538,Caprin1,3.2661771704061016e-06
3011,Cebpg,3.2653262970255443e-06
5263,Fance,3.263419969886586e-06
9086,Loxl3,3.2633096156658526e-06
9671,Mfn2,3.2629717398738157e-06
10246,Nabp2,3.2617312903391035e-06
17016,Zfp652,3.2616284275875323e-06
10349,Ndfip1,3.261085255221538e-06
9863,Mon2,3.2595168418968553e-06
12790,Rfesd,3.259464843530619e-06
14510,Spred3,3.2593859906920033e-06
4026,Dctn6,3.2585666024568047e-06
6894,Gm43305,3.257588123885975e-06
8242,Ikbkap,3.257431058088757e-06
4036,Ddah1,3.2564922687219046e-06
16681,Zbtb1,3.2550687470085912e-06
2864,Cd3eap,3.255010948051048e-06
13411,Samd9l,3.254619399474166e-06
3324,Cln6,3.252395120389304e-06
13445,Sbf2,3.2513905307602134e-06
6827,Gm3830,3.2505493008890976e-06
11913,Ppme1,3.2501206610047687e-06
11461,Phlda3,3.249828997057427e-06
1612,Arhgap6,3.248392063006749e-06
4480,Dym,3.2481171823478592e-06
12332,Ptx3,3.2460386678295694e-06
11892,Ppih,3.2459292881578574e-06
10867,Ocel1,3.2458142981092367e-06
15593,Tnpo1,3.2451947614265563e-06
11523,Pik3c2a,3.245186392052715e-06
11416,Pgs1,3.245091261860781e-06
14196,Smarcc1,3.2449831527919023e-06
11355,Pet100,3.243780689398699e-06
13218,Rps26-ps1,3.237981259533014e-06
13902,Slc15a4,3.2378628806786246e-06
3327,Clock,3.236483801499291e-06
12718,Rcc1,3.2361420691180025e-06
8211,Igf2bp2,3.236134503115496e-06
15807,Trnt1,3.2341780740121335e-06
11623,Plcb1,3.233118940100372e-06
16391,Vps45,3.2327955067671596e-06
17063,Zfp770,3.2327943896661487e-06
16052,Uba6,3.2322040462344556e-06
15564,Tnfrsf23,3.230510456856898e-06
3830,Cyhr1,3.227081743173499e-06
14658,Stard13,3.2265022611014373e-06
12249,Ptdss2,3.2264699442881023e-06
10381,Ndufaf4,3.2255756894334317e-06
2999,Cdr2l,3.2250194765015968e-06
13291,Rsf1,3.2242729472266724e-06
12908,Rlim,3.2241747141134774e-06
1802,Atg16l1,3.2237446245567355e-06
2582,Casp3,3.2229415591287217e-06
1454,Anxa3,3.2226721210820212e-06
4045,Ddit3,3.2217730020953987e-06
14673,Stat6,3.219519774775352e-06
5658,G6pc3,3.2182849158002324e-06
11257,Pdcl3,3.218242462518429e-06
9696,Mgat2,3.218012794383684e-06
5500,Fmnl2,3.216515309845327e-06
8431,Isg15,3.214712701833341e-06
11495,Pid1,3.214498545230519e-06
4075,Ddx41,3.2144617322052755e-06
2161,Bcs1l,3.213930385200997e-06
8523,Jmjd7,3.212705416048258e-06
2674,Ccdc149,3.2125876325688656e-06
9849,Mob3b,3.2118494605659804e-06
13732,Sfxn4,3.2104765855919105e-06
16673,Zadh2,3.210156398864644e-06
15783,Trir,3.209086752148693e-06
16078,Ube2g2,3.2076132262508686e-06
4397,Dpp9,3.2074631804797434e-06
15384,Tmem18,3.206245360450215e-06
7828,Hipk2,3.2031246545668685e-06
5914,Glyr1,3.202990861811098e-06
1057,Adamts17,3.201329556952415e-06
12206,Psmd10,3.2011054958617915e-06
167,1810026J23Rik,3.1985697823739854e-06
9548,Mdm2,3.1982979177595216e-06
4883,Eps8l2,3.198281431705741e-06
5057,Faim,3.1980138447058562e-06
11812,Polr2l,3.1969573471522512e-06
15601,Tns2,3.1966900765071515e-06
3420,Coa3,3.1952846028979138e-06
10896,Olfml1,3.194844641870442e-06
14952,Tbc1d10a,3.1947533765964524e-06
11964,Ppp2r5a,3.1940477032786185e-06
5003,Exosc4,3.1932939368309876e-06
1539,Apool,3.1924958668471134e-06
3994,Dcaf4,3.1923608119814096e-06
5024,F2r,3.189724094877808e-06
16662,Ythdf1,3.188244433902839e-06
9984,Mrps10,3.1879009098223417e-06
11302,Pdlim1,3.1863716353052747e-06
12991,Rnf25,3.1860049776559387e-06
3639,Crls1,3.185676594974488e-06
9665,Mfap5,3.184828441662725e-06
541,5730409E04Rik,3.1841275909121648e-06
15629,Top3b,3.1834000368355557e-06
3667,Csad,3.1795685174890832e-06
914,Abhd4,3.17890192872162e-06
12879,Rilpl1,3.178595716822114e-06
3806,Cxxc5,3.1755251707612937e-06
3776,Cuta,3.175378339775279e-06
10335,Ncoa2,3.17349066475472e-06
4058,Ddx18,3.1732547300933855e-06
2570,Cars2,3.1728602381734945e-06
33,1110012L19Rik,3.172522399201519e-06
16087,Ube2n,3.170646370272134e-06
9036,Lix1,3.1701109905290168e-06
1165,Aff1,3.169855338536101e-06
14281,Snapc5,3.1687624721470876e-06
4291,Dnajb14,3.1667638769215055e-06
7325,Gnb4,3.163373467487704e-06
14569,Srpr,3.1621719836932788e-06
9529,Mcrip1,3.1615710421367515e-06
3591,Cpsf6,3.1604561536524874e-06
12116,Prps1,3.160455672378592e-06
16227,Uso1,3.159308126510588e-06
14321,Snrnp48,3.1579686141306395e-06
11392,Pgam2,3.1576372745584e-06
10658,Npr2,3.1557446731119836e-06
7072,Gm5160,3.1551916180430307e-06
7575,Gtf2f1,3.1551866421411203e-06
3012,Cebpz,3.1545267370030742e-06
16346,Vill,3.1532214372274913e-06
11534,Pik3r3,3.1483476407142004e-06
2603,Cavin1,3.148045967947423e-06
11018,Pacs2,3.1459284108934264e-06
7330,Gng12,3.1442581018580927e-06
14047,Slc36a4,3.144197368917819e-06
15392,Tmem185a,3.143156667463228e-06
14818,Swt1,3.1426818318865206e-06
11441,Phf20,3.141914099954577e-06
7395,Gpc4,3.141859858215948e-06
14073,Slc3a2,3.140353301776616e-06
1152,Adrm1,3.1384458358446615e-06
13136,Rpl39l,3.1384133007926825e-06
15631,Topors,3.1373749707936384e-06
9779,Mkln1,3.1370329793524026e-06
4813,Enpp1,3.1368390515415637e-06
8934,Ldah,3.1354256197630733e-06
15398,Tmem192,3.134702116831224e-06
16658,Ypel5,3.133209134426925e-06
12936,Rnf11,3.1319495626221407e-06
13271,Rreb1,3.1317241835572543e-06
5090,Fam129a,3.131136241151144e-06
8765,Klhdc4,3.1298598843184315e-06
1354,Amot,3.128327460574703e-06
10439,Nek8,3.12829723301081e-06
2427,C8g,3.1276394240399276e-06
16135,Ubxn7,3.127061830959003e-06
15396,Tmem19,3.1270519158686436e-06
3650,Crtc3,3.1264683212255312e-06
716,A630033H20Rik,3.125061215852734e-06
13147,Rpl7a-ps5,3.1243715636112274e-06
3840,Cyp2f2,3.124327592404469e-06
16771,Zdhhc20,3.1223510832152667e-06
13962,Slc25a28,3.11986213680953e-06
1458,Anxa7,3.1185290618374205e-06
14692,Stk11,3.1176904158194077e-06
14748,Stx5a,3.1174023086727533e-06
10440,Nek9,3.1172104415652493e-06
12696,Rbms2,3.114795248412546e-06
5706,Galnt3,3.113793536239469e-06
14292,Snhg12,3.113700896223491e-06
11896,Ppil4,3.1117499733717383e-06
4793,En1,3.1068991711657194e-06
14852,Sypl,3.1026138555004797e-06
4355,Dock6,3.1021394170046113e-06
8829,Kremen1,3.1020336275846728e-06
15512,Tmem9,3.100784959076924e-06
2914,Cdc42ep1,3.1004679144152474e-06
5072,Fam110b,3.1004360877281444e-06
2647,Ccdc109b,3.1003816320108245e-06
8825,Kptn,3.0999259001759958e-06
2970,Cdk5,3.098995070555566e-06
2543,Car1,3.098475198687191e-06
5550,Foxn2,3.0983017403074205e-06
9304,Mad1l1,3.098086366809731e-06
3373,Cnep1r1,3.098005137705512e-06
5279,Fastk,3.0978118465212986e-06
153,1700123O20Rik,3.0966987814172523e-06
10200,Myo9a,3.096135052349011e-06
12312,Ptpre,3.0959508405635226e-06
14427,Sp3os,3.094000509147472e-06
16725,Zc3h11a,3.0934988305741828e-06
15691,Traf7,3.0934969652350347e-06
2925,Cdc73,3.09311958636997e-06
2991,Cdkn2c,3.0903430732161185e-06
4910,Ergic1,3.0893169135233965e-06
3085,Cept1,3.0880671155371476e-06
132,1700066B19Rik,3.0876559884661185e-06
4031,Dcun1d4,3.087635669161646e-06
16189,Unk,3.087564548974625e-06
16094,Ube2t,3.086402969693855e-06
2666,Ccdc136,3.086110917628796e-06
4649,Egr4,3.085898349139542e-06
7730,Hdac2,3.0832532656899604e-06
10992,P2ry1,3.082957346032873e-06
16854,Zfp260,3.0828385085195064e-06
2155,Bcl9l,3.082754943680587e-06
4115,Dennd5a,3.081059418004035e-06
8762,Klhdc10,3.07900816591511e-06
4591,Eea1,3.078887186241888e-06
6791,Gm36595,3.0776539155085984e-06
17170,Zfr,3.0770163785048095e-06
5278,Fasn,3.0764761496599537e-06
8023,Hpf1,3.0758288814102395e-06
8557,Kars,3.075083160334738e-06
2332,Bub1b,3.074064406258129e-06
14467,Specc1l,3.073419565995179e-06
4063,Ddx23,3.070831386834642e-06
9935,Mrpl10,3.070661126922572e-06
17029,Zfp68,3.069331263449168e-06
4236,Dlgap4,3.0674403189235293e-06
16847,Zfp236,3.066425480304624e-06
15652,Tpgs2,3.0650517499160508e-06
8145,Idh1,3.0636032585944413e-06
17247,Zscan12,3.06358295533786e-06
169,1810032O08Rik,3.0631482236911565e-06
9570,Med15,3.06156306141831e-06
9217,Lsm2,3.0614605641271175e-06
11259,Pde10a,3.0587214398555037e-06
9123,Lrig2,3.0587167633119643e-06
7582,Gtf2i,3.0583814755798818e-06
4061,Ddx20,3.0583421957341246e-06
14042,Slc35f6,3.0544401170421184e-06
9269,Lyn,3.0541481258081123e-06
13835,Sigmar1,3.053431276060623e-06
15048,Tcirg1,3.052397847154572e-06
13926,Slc20a1,3.051794766611928e-06
9613,Meox2,3.0497660944242966e-06
10764,Ntpcr,3.048206792169654e-06
1784,Atat1,3.0465244250083026e-06
1302,Alg13,3.0461770840422564e-06
3587,Cpsf2,3.0459442790446748e-06
12446,Rab11fip2,3.0453981048213234e-06
13603,Sema4a,3.0452495096164303e-06
3400,Cnp,3.0447475518291983e-06
11103,Parp8,3.0439994516437546e-06
16384,Vps36,3.043225014309945e-06
8208,Igf1r,3.0429931357119144e-06
10604,Nol8,3.042726652021887e-06
8671,Kdm5c,3.0413706196970345e-06
15739,Trim24,3.041368243626895e-06
8370,Ints8,3.041174917758673e-06
10934,Ormdl3,3.040935312957939e-06
1864,Atp5o.1,3.040488385418173e-06
3323,Cln5,3.0403019864547933e-06
10583,Nmt1,3.0390674766575843e-06
11601,Pla2g5,3.037893993224086e-06
10316,Ncbp1,3.0372811960070377e-06
9470,Matn4,3.0353904509191363e-06
2540,Capza1,3.035354835202418e-06
3714,Ctbp2,3.035119796974347e-06
17177,Zfyve21,3.0343017577351876e-06
14025,Slc35a5,3.033949299810634e-06
12759,Relt,3.03332583186945e-06
14027,Slc35b2,3.0325101886573093e-06
13537,Sdhc,3.031838102139995e-06
10058,Mta3,3.03083643997785e-06
15278,Tm7sf3,3.0298676429727963e-06
13598,Sema3c,3.0291090860098722e-06
4085,Ddx54,3.028987709899257e-06
16339,Vezf1,3.028799976186584e-06
13736,Sgcd,3.0266501923498758e-06
16400,Vps8,3.0261536317449307e-06
16984,Zfp597,3.0259915368959297e-06
9411,Mapk1,3.0246557781633163e-06
8482,Itpa,3.0234244016480976e-06
13620,Senp6,3.0214822763054573e-06
5897,Glrx2,3.0198095464912863e-06
7326,Gnb5,3.018392106626809e-06
12071,Prkx,3.015889413368274e-06
11963,Ppp2r4,3.015309654660706e-06
10453,Nes,3.015255947242512e-06
13162,Rpp30,3.014407862233395e-06
2978,Cdk9,3.013467063896645e-06
10254,Nae1,3.0119180106061815e-06
5319,Fbxl6,3.0086191049960605e-06
11415,Pgrmc2,3.0084986405721032e-06
4340,Dnmt1,3.0048224536566683e-06
5371,Fcho2,3.0045748957684983e-06
1207,Ahctf1,3.003037930610469e-06
3124,Cggbp1,3.002984382036463e-06
15333,Tmem126b,3.00230981791943e-06
7293,Gmcl1,3.0018538713237407e-06
15337,Tmem131,3.0000155714676815e-06
16172,Umps,2.9986324624584233e-06
2685,Ccdc167,2.9982515410026593e-06
7819,Hikeshi,2.9980037463052327e-06
5180,Fam214b,2.9975965608347494e-06
10998,P3h2,2.9958918966921367e-06
16788,Zfand2b,2.995017474414608e-06
11025,Pafah1b2,2.9939058535777673e-06
8942,Ldlrad3,2.9934999075086018e-06
8542,Jup,2.992972103224749e-06
1344,Amfr,2.992599700063586e-06
3086,Cercam,2.9919895708957835e-06
16501,Wdr72,2.9918199744534503e-06
3723,Ctdspl,2.991230733431145e-06
1663,Arl4c,2.990694126087112e-06
14990,Tbl1x,2.9889182452963615e-06
9354,Man2c1,2.988450591809972e-06
14277,Snapc1,2.9883666935002774e-06
12825,Rgs19,2.988190506131403e-06
9892,Mpi,2.987352633430777e-06
5050,Fads3,2.9862109294689306e-06
16319,Vav2,2.9860289079841593e-06
16726,Zc3h12a,2.9846956532377996e-06
1647,Arid4a,2.9821205930567896e-06
9888,Mphosph10,2.9815428583840697e-06
5701,Galnt15,2.980924793317876e-06
11307,Pdlim7,2.9793249727679476e-06
14225,Smim11,2.979006185266651e-06
934,Acaa1a,2.9789946646575096e-06
16010,Txlna,2.9788797662906044e-06
15668,Tprkb,2.978710399360938e-06
5441,Fhod1,2.978038714565955e-06
4559,Ech1,2.977612124385159e-06
3606,Cramp1l,2.977508924907407e-06
12799,Rfwd2,2.9753788081292264e-06
12668,Rbm22,2.975290131487712e-06
14391,Sorbs3,2.974513129679009e-06
14197,Smarcc2,2.9737756041979197e-06
12967,Rnf168,2.973041194147411e-06
1097,Adcy9,2.972784681169936e-06
16912,Zfp397,2.9718639983589204e-06
13289,Rsbn1,2.971662717342296e-06
12010,Prdm5,2.9716291164996743e-06
11400,Pgf,2.9706586703157565e-06
9988,Mrps15,2.970322641967954e-06
15936,Ttc7,2.9702181223961525e-06
1138,Adpgk,2.9694280207245654e-06
15192,Thrap3,2.9683023061881202e-06
2682,Ccdc162,2.9678270569963793e-06
9128,Lrp10,2.965886187212669e-06
8298,Ilkap,2.964140670364182e-06
11402,Pggt1b,2.9638089781029285e-06
3155,Chd9,2.961707337431773e-06
9674,Mfsd10,2.960549197163488e-06
10936,Osbp,2.9604633374581336e-06
919,Abi2,2.9597983559608904e-06
8974,Lgals7,2.9593312862727048e-06
16306,Vangl2,2.9589834126055794e-06
5015,Eya2,2.9585825473904265e-06
11134,Pbx3,2.958537142860593e-06
8651,Kctd6,2.9580181581530397e-06
2217,Bloc1s3,2.957927806397137e-06
1681,Armc7,2.9571387558852486e-06
10741,Nsun5,2.9565921803276758e-06
5454,Fip1l1,2.95467891399106e-06
5906,Gltp,2.9542686231632622e-06
10627,Notum,2.952234659411526e-06
2898,Cdc16,2.947424951032531e-06
1910,Atxn10,2.946360320443721e-06
10333,Ncmap,2.946161814027096e-06
12876,Rif1,2.9447295970270636e-06
13012,Rnmt,2.94467138791893e-06
8430,Iscu,2.9442156259956863e-06
15198,Thsd7b,2.9439756764312422e-06
