,0
1680,Slc38a11
1681,Slc38a6
1682,Slc39a1
1683,Slc40a1
1684,Slc4a1
1685,Slc5a3
1686,Slc6a6
1687,Slc7a11
1688,Slc8a3
1689,Slc9a3r1
1690,Slco1a4
1691,Slco2a1
1692,Slfn5
1693,Slfn8
1694,Slfn9
1695,Slit2
1696,Slit3
1697,Slitrk6
1698,Slpi
1699,Slurp1
1700,Smad6
1701,Smad7
1702,Smagp
1703,Smc2
1704,Smc4
1705,Smim1
1706,Smim3
1707,Smim5
1708,Smoc1
1709,Smoc2
1710,Smpd3
1711,Smpdl3a
1712,Snai1
1713,Snai2
1714,Snca
1715,Sncg
1716,Sned1
1717,Snhg11
1718,Sobp
1719,Socs1
1720,Socs2
1721,Socs3
1722,Sod3
1723,Sorbs2
1724,Sost
1725,Sostdc1
1726,Sowahc
1727,Sox11
1728,Sox4
1729,Sox5
1730,Sox6
1731,Sox8
1732,Sox9
1733,Sp100
1734,Sp7
1735,Spaca6
1736,Sparcl1
1737,Spc24
1738,Spc25
1739,Speg
1740,Sphk1
1741,Spint2
1742,Spns2
1743,Spock3
1744,Spon1
1745,Spon2
1746,Spp1
1747,Spry1
1748,Spry2
1749,Spry4
1750,Spsb1
1751,Sqle
1752,Srgn
1753,Srm
1754,Srpx2
1755,Srxn1
1756,Ssc5d
1757,Ssh2
1758,Sstr2
1759,St3gal6
1760,St5
1761,St8sia2
1762,Stat1
1763,Stat2
1764,Stat5a
1765,Stc1
1766,Stc2
1767,Steap3
1768,Steap4
1769,Stfa3
1770,Stk26
1771,Stmn1
1772,Stmn2
1773,Stmn4
1774,Stox2
1775,Stra6
1776,Stxbp6
1777,Sulf1
1778,Sulf2
1779,Sult1a1
1780,Sult5a1
1781,Susd2
1782,Susd5
1783,Svep1
1784,Svil
1785,Syne1
1786,Syne2
1787,Synm
1788,Synpo
1789,Syt6
1790,Syt8
1791,Tac1
1792,Tacc3
1793,Tagln
1794,Tagln2
1795,Tbx18
1796,Tbx2
1797,Tbx3os1
1798,Tbxa2r
1799,Tc2n
1800,Tcea3
1801,Tceal3
1802,Tcf15
1803,Tcf19
1804,Tcf7l2
1805,Tcn2
1806,Tcp11l2
1807,Tef
1808,Tek
1809,Tenm3
1810,Tenm4
1811,Tesc
1812,Tfap2b
1813,Tfpi
1814,Tfpi2
1815,Tfrc
1816,Tgfb1
1817,Tgfb1i1
1818,Tgfb2
1819,Tgfb3
1820,Tgfbi
1821,Tgfbr3
1822,Tgif1
1823,Tgm2
1824,Thbd
1825,Thbs1
1826,Thbs2
1827,Thbs3
1828,Thbs4
1829,Thsd4
1830,Thsd7a
1831,Thy1
1832,Tifa
1833,Timp1
1834,Timp3
1835,Timp4
1836,Tinagl1
1837,Tiparp
1838,Tk1
1839,Tle2
1840,Tln2
1841,Tm4sf1
1842,Tmeff2
1843,Tmem100
1844,Tmem119
1845,Tmem140
1846,Tmem158
1847,Tmem176a
1848,Tmem176b
1849,Tmem178
1850,Tmem2
1851,Tmem204
1852,Tmem213
1853,Tmem26
1854,Tmem37
1855,Tmem51
1856,Tmem86a
1857,Tmem97
1858,Tmod2
1859,Tmpo
1860,Tmtc2
1861,Tmx4
1862,Tnc
1863,Tnfaip2
1864,Tnfaip3
1865,Tnfaip6
1866,Tnfrsf11b
1867,Tnfrsf12a
1868,Tnfrsf19
1869,Tnfrsf21
1870,Tnfsf11
1871,Tnfsf9
1872,Tnmd
1873,Tnn
1874,Tnni1
1875,Tnni2
1876,Tnnt3
1877,Tns1
1878,Tns3
1879,Tnxb
1880,Tob1
1881,Tob2
1882,Top2a
1883,Tox
1884,Tpbg
1885,Tpd52l1
1886,Tpm2
1887,Tppp3
1888,Tpx2
1889,Trabd2b
1890,Trf
1891,Trib1
1892,Trib2
1893,Tril
1894,Trim12a
1895,Trim2
1896,Trim47
1897,Trp53i11
1898,Trp53inp1
1899,Trps1
1900,Trpv4
1901,Tsc22d3
1902,Tshz2
1903,Tslp
1904,Tspan11
1905,Tspan12
1906,Tspan13
1907,Tspan15
1908,Tspan18
1909,Tspan2
1910,Tspan4
1911,Tspan7
1912,Tspan8
1913,Tspo
1914,Ttc21a
1915,Ttyh2
1916,Ttyh3
1917,Tuba1c
1918,Tuba4a
1919,Tubb2a
1920,Tubb2b
1921,Tubb3
1922,Tubb4b
1923,Tubb6
1924,Tusc5
1925,Twist1
1926,Twist2
1927,Txnip
1928,Tyms
1929,Tyrobp
1930,Uba7
1931,Ube2c
1932,Ube2l6
1933,Uchl1
1934,Ucma
1935,Ucp2
1936,Ugdh
1937,Uhrf1
1938,Unc5b
1939,Unc5c
1940,Ung
1941,Upk1b
1942,Usp18
1943,Usp2
1944,Usp53
1945,Uvssa
1946,Vamp5
1947,Vcam1
1948,Vcan
1949,Vcl
1950,Vdr
1951,Vegfa
1952,Vegfc
1953,Vit
1954,Vldlr
1955,Vpreb3
1956,Vstm4
1957,Vtn
1958,Vwa1
1959,Wdr86
1960,Wfdc1
1961,Wfdc12
1962,Wfdc2
1963,Wfdc21
1964,Wfikkn2
1965,Wif1
1966,Wisp1
1967,Wisp2
1968,Wnk4
1969,Wnt11
1970,Wnt16
1971,Wnt2
1972,Wnt4
1973,Wnt5b
1974,Wnt9a
1975,Wwp2
1976,Xaf1
1977,Xdh
1978,Xist
1979,Xlr
1980,Xylt1
1981,Yod1
1982,Zbtb20
1983,Zc2hc1c
1984,Zc3h12a
1985,Zc3hav1
1986,Zcchc24
1987,Zcchc5
1988,Zdbf2
1989,Zeb2
1990,Zfhx3
1991,Zfhx4
1992,Zfp36
1993,Zfp36l1
1994,Zfp36l2
1995,Zfp503
1996,Zfp618
1997,Zfp703
1998,Zim1
1999,Zscan26
